ID,Carrier,FlightNo,Destination,DepartTime,Day,Month,FlightLength,Delay,Delayed30
462,UA,669,ORD,4-8am,Wed,May,150,-5,No
463,UA,673,ORD,8-Noon,Wed,May,158,53,Yes
464,UA,677,ORD,8-Noon,Wed,May,160,6,No
465,UA,679,ORD,Noon-4pm,Wed,May,160,36,Yes
466,UA,681,ORD,Noon-4pm,Wed,May,160,18,No
467,UA,683,ORD,Noon-4pm,Wed,May,163,0,No
468,UA,685,ORD,Noon-4pm,Wed,May,160,19,No
469,UA,687,ORD,4-8pm,Wed,May,160,0,No
470,UA,689,ORD,4-8pm,Wed,May,160,38,Yes
471,UA,691,ORD,4-8pm,Wed,May,160,0,No
472,UA,693,ORD,4-8pm,Wed,May,160,11,No
473,UA,695,ORD,8-Mid,Wed,May,160,36,Yes
474,UA,745,DEN,Noon-4pm,Wed,May,277,-6,No
475,UA,835,ORD,8-Noon,Wed,May,160,-8,No
476,UA,847,IAD,4-8pm,Wed,May,92,31,Yes
477,UA,403,DEN,4-8am,Thu,May,281,-4,No
478,UA,405,DEN,8-Noon,Thu,May,277,58,Yes
479,UA,409,DEN,4-8pm,Thu,May,279,59,Yes
480,UA,511,ORD,8-Noon,Thu,May,158,-1,No
481,UA,667,ORD,4-8am,Thu,May,143,-7,No
482,UA,669,ORD,4-8am,Thu,May,150,-5,No
483,UA,673,ORD,8-Noon,Thu,May,158,6,No
484,UA,677,ORD,8-Noon,Thu,May,160,41,Yes
485,UA,679,ORD,Noon-4pm,Thu,May,160,49,Yes
486,UA,681,ORD,Noon-4pm,Thu,May,160,105,Yes
487,UA,683,ORD,Noon-4pm,Thu,May,163,0,No
488,UA,685,ORD,Noon-4pm,Thu,May,160,9,No
489,UA,687,ORD,4-8pm,Thu,May,160,182,Yes
490,UA,689,ORD,4-8pm,Thu,May,160,142,Yes
491,UA,691,ORD,4-8pm,Thu,May,160,228,Yes
492,UA,693,ORD,4-8pm,Thu,May,160,0,No
493,UA,695,ORD,8-Mid,Thu,May,160,114,Yes
494,UA,745,DEN,Noon-4pm,Thu,May,277,-7,No
495,UA,835,ORD,8-Noon,Thu,May,160,-1,No
496,UA,847,IAD,4-8pm,Thu,May,92,53,Yes
497,UA,403,DEN,4-8am,Fri,May,281,5,No
498,UA,405,DEN,8-Noon,Fri,May,277,-2,No
499,UA,409,DEN,4-8pm,Fri,May,279,26,No
500,UA,511,ORD,8-Noon,Fri,May,158,-3,No
501,UA,667,ORD,4-8am,Fri,May,143,59,Yes
502,UA,669,ORD,4-8am,Fri,May,150,-4,No
503,UA,673,ORD,8-Noon,Fri,May,158,-4,No
504,UA,677,ORD,8-Noon,Fri,May,160,14,No
505,UA,679,ORD,Noon-4pm,Fri,May,160,0,No
506,UA,681,ORD,Noon-4pm,Fri,May,160,28,No
507,UA,683,ORD,Noon-4pm,Fri,May,163,104,Yes
508,UA,685,ORD,Noon-4pm,Fri,May,160,89,Yes
509,UA,687,ORD,4-8pm,Fri,May,160,99,Yes
510,UA,689,ORD,4-8pm,Fri,May,160,68,Yes
511,UA,691,ORD,4-8pm,Fri,May,160,140,Yes
512,UA,693,ORD,4-8pm,Fri,May,160,85,Yes
513,UA,695,ORD,8-Mid,Fri,May,160,54,Yes
514,UA,745,DEN,Noon-4pm,Fri,May,277,12,No
515,UA,835,ORD,8-Noon,Fri,May,160,-7,No
516,UA,847,IAD,4-8pm,Fri,May,92,38,Yes
517,UA,403,DEN,4-8am,Sat,May,280,8,No
518,UA,405,DEN,8-Noon,Sat,May,274,-3,No
519,UA,511,ORD,8-Noon,Sat,May,158,0,No
520,UA,669,ORD,4-8am,Sat,May,160,-1,No
521,UA,677,ORD,8-Noon,Sat,May,163,65,Yes
522,UA,681,ORD,Noon-4pm,Sat,May,160,-7,No
523,UA,683,ORD,Noon-4pm,Sat,May,148,-4,No
524,UA,689,ORD,4-8pm,Sat,May,160,-2,No
525,UA,745,DEN,Noon-4pm,Sat,May,259,-7,No
526,UA,835,ORD,8-Noon,Sat,May,160,-8,No
527,UA,847,IAD,4-8pm,Sat,May,68,-4,No
528,UA,403,DEN,4-8am,Sun,May,281,-1,No
529,UA,405,DEN,8-Noon,Sun,May,257,3,No
530,UA,409,DEN,4-8pm,Sun,May,279,19,No
531,UA,511,ORD,8-Noon,Sun,May,144,-2,No
532,UA,669,ORD,4-8am,Sun,May,160,20,No
533,UA,673,ORD,8-Noon,Sun,May,151,-3,No
534,UA,677,ORD,8-Noon,Sun,May,160,0,No
535,UA,679,ORD,Noon-4pm,Sun,May,160,-8,No
536,UA,681,ORD,Noon-4pm,Sun,May,160,-5,No
537,UA,683,ORD,Noon-4pm,Sun,May,160,-4,No
538,UA,685,ORD,Noon-4pm,Sun,May,160,-6,No
539,UA,687,ORD,4-8pm,Sun,May,160,-5,No
540,UA,689,ORD,4-8pm,Sun,May,160,-5,No
541,UA,691,ORD,4-8pm,Sun,May,160,-8,No
542,UA,693,ORD,4-8pm,Sun,May,160,-6,No
543,UA,745,DEN,Noon-4pm,Sun,May,277,43,Yes
544,UA,847,IAD,4-8pm,Sun,May,92,-9,No
2000,UA,403,DEN,4-8am,Mon,June,281,-1,No
2001,UA,405,DEN,8-Noon,Mon,June,277,-8,No
2002,UA,409,DEN,4-8pm,Mon,June,279,0,No
2003,UA,511,ORD,8-Noon,Mon,June,158,-8,No
2004,UA,667,ORD,4-8am,Mon,June,143,-5,No
2005,UA,669,ORD,4-8am,Mon,June,150,-2,No
2006,UA,673,ORD,8-Noon,Mon,June,158,0,No
2007,UA,677,ORD,8-Noon,Mon,June,160,-8,No
2008,UA,679,ORD,Noon-4pm,Mon,June,160,-10,No
2009,UA,681,ORD,Noon-4pm,Mon,June,160,-8,No
2010,UA,683,ORD,Noon-4pm,Mon,June,163,-6,No
2011,UA,685,ORD,Noon-4pm,Mon,June,160,50,Yes
2012,UA,687,ORD,4-8pm,Mon,June,160,-10,No
2013,UA,689,ORD,4-8pm,Mon,June,160,-1,No
2014,UA,693,ORD,4-8pm,Mon,June,160,-6,No
2015,UA,695,ORD,8-Mid,Mon,June,160,30,No
2016,UA,745,DEN,Noon-4pm,Mon,June,277,-3,No
2017,UA,835,ORD,8-Noon,Mon,June,160,-6,No
2018,UA,847,IAD,4-8pm,Mon,June,92,56,Yes
2019,UA,403,DEN,4-8am,Tue,June,281,-3,No
2020,UA,405,DEN,8-Noon,Tue,June,277,-3,No
2021,UA,409,DEN,4-8pm,Tue,June,279,1,No
2022,UA,511,ORD,8-Noon,Tue,June,158,-4,No
2023,UA,667,ORD,4-8am,Tue,June,143,-5,No
2024,UA,669,ORD,4-8am,Tue,June,150,0,No
2025,UA,673,ORD,8-Noon,Tue,June,158,-5,No
2026,UA,679,ORD,Noon-4pm,Tue,June,160,-7,No
2027,UA,681,ORD,Noon-4pm,Tue,June,160,-4,No
2028,UA,683,ORD,Noon-4pm,Tue,June,163,-7,No
2029,UA,685,ORD,Noon-4pm,Tue,June,160,1,No
2030,UA,689,ORD,4-8pm,Tue,June,160,-4,No
2031,UA,691,ORD,4-8pm,Tue,June,160,94,Yes
2032,UA,693,ORD,4-8pm,Tue,June,160,0,No
2033,UA,695,ORD,8-Mid,Tue,June,160,-5,No
2034,UA,745,DEN,Noon-4pm,Tue,June,277,-4,No
2035,UA,835,ORD,8-Noon,Tue,June,160,-6,No
2036,UA,847,IAD,4-8pm,Tue,June,92,-1,No
2037,UA,403,DEN,4-8am,Wed,June,281,-5,No
2038,UA,405,DEN,8-Noon,Wed,June,277,-2,No
2039,UA,409,DEN,4-8pm,Wed,June,279,32,Yes
2040,UA,511,ORD,8-Noon,Wed,June,158,-1,No
2041,UA,667,ORD,4-8am,Wed,June,143,-3,No
2042,UA,669,ORD,4-8am,Wed,June,150,-8,No
2043,UA,673,ORD,8-Noon,Wed,June,158,-10,No
2044,UA,677,ORD,8-Noon,Wed,June,160,-13,No
2045,UA,679,ORD,Noon-4pm,Wed,June,160,-4,No
2046,UA,681,ORD,Noon-4pm,Wed,June,160,-7,No
2047,UA,683,ORD,Noon-4pm,Wed,June,163,-2,No
2048,UA,685,ORD,Noon-4pm,Wed,June,160,32,Yes
2049,UA,687,ORD,4-8pm,Wed,June,160,24,No
2050,UA,689,ORD,4-8pm,Wed,June,160,62,Yes
2051,UA,691,ORD,4-8pm,Wed,June,160,41,Yes
2052,UA,693,ORD,4-8pm,Wed,June,160,40,Yes
2053,UA,695,ORD,8-Mid,Wed,June,160,0,No
2054,UA,745,DEN,Noon-4pm,Wed,June,277,-5,No
2055,UA,835,ORD,8-Noon,Wed,June,160,-8,No
2056,UA,847,IAD,4-8pm,Wed,June,92,71,Yes
2057,UA,361,DEN,4-8am,Thu,June,258,0,No
2058,UA,405,DEN,8-Noon,Thu,June,266,4,No
2059,UA,409,DEN,4-8pm,Thu,June,295,26,No
2060,UA,661,ORD,8-Noon,Thu,June,151,-9,No
2061,UA,667,ORD,4-8am,Thu,June,140,311,Yes
2062,UA,669,ORD,4-8am,Thu,June,151,0,No
2063,UA,673,ORD,8-Noon,Thu,June,153,-7,No
2064,UA,677,ORD,8-Noon,Thu,June,155,-2,No
2065,UA,679,ORD,Noon-4pm,Thu,June,153,-3,No
2066,UA,681,ORD,Noon-4pm,Thu,June,148,26,No
2067,UA,683,ORD,Noon-4pm,Thu,June,169,57,Yes
2068,UA,685,ORD,Noon-4pm,Thu,June,161,53,Yes
2069,UA,687,ORD,4-8pm,Thu,June,161,53,Yes
2070,UA,689,ORD,4-8pm,Thu,June,161,1,No
2071,UA,691,ORD,4-8pm,Thu,June,161,-3,No
2072,UA,693,ORD,4-8pm,Thu,June,161,89,Yes
2073,UA,695,ORD,8-Mid,Thu,June,162,13,No
2074,UA,745,DEN,Noon-4pm,Thu,June,266,63,Yes
2075,UA,835,ORD,8-Noon,Thu,June,155,-8,No
2076,UA,847,IAD,4-8pm,Thu,June,96,51,Yes
2077,UA,71,DEN,8-Noon,Fri,June,268,-5,No
2078,UA,361,DEN,4-8am,Fri,June,258,-5,No
2079,UA,405,DEN,8-Noon,Fri,June,266,6,No
2080,UA,409,DEN,4-8pm,Fri,June,295,15,No
2081,UA,661,ORD,8-Noon,Fri,June,151,7,No
2082,UA,667,ORD,4-8am,Fri,June,140,-7,No
2083,UA,669,ORD,4-8am,Fri,June,151,-1,No
2084,UA,673,ORD,8-Noon,Fri,June,153,-9,No
2085,UA,677,ORD,8-Noon,Fri,June,155,20,No
2086,UA,679,ORD,Noon-4pm,Fri,June,153,0,No
2087,UA,681,ORD,Noon-4pm,Fri,June,148,24,No
2088,UA,683,ORD,Noon-4pm,Fri,June,169,12,No
2089,UA,685,ORD,Noon-4pm,Fri,June,161,83,Yes
2090,UA,687,ORD,4-8pm,Fri,June,161,39,Yes
2091,UA,689,ORD,4-8pm,Fri,June,161,80,Yes
2092,UA,691,ORD,4-8pm,Fri,June,161,47,Yes
2093,UA,693,ORD,4-8pm,Fri,June,161,122,Yes
2094,UA,695,ORD,8-Mid,Fri,June,162,72,Yes
2095,UA,745,DEN,Noon-4pm,Fri,June,266,75,Yes
2096,UA,835,ORD,8-Noon,Fri,June,153,0,No
2097,UA,847,IAD,4-8pm,Fri,June,96,16,No
2098,UA,361,DEN,4-8am,Sat,June,258,-8,No
2099,UA,405,DEN,8-Noon,Sat,June,266,-7,No
2100,UA,409,DEN,4-8pm,Sat,June,295,-8,No
2101,UA,661,ORD,8-Noon,Sat,June,151,-5,No
2102,UA,667,ORD,4-8am,Sat,June,138,0,No
2103,UA,669,ORD,4-8am,Sat,June,153,-4,No
2104,UA,677,ORD,8-Noon,Sat,June,155,-10,No
2105,UA,681,ORD,Noon-4pm,Sat,June,148,-6,No
2106,UA,685,ORD,Noon-4pm,Sat,June,161,0,No
2107,UA,689,ORD,4-8pm,Sat,June,161,-10,No
2108,UA,691,ORD,4-8pm,Sat,June,161,-6,No
2109,UA,745,DEN,Noon-4pm,Sat,June,266,34,Yes
2110,UA,746,DEN,4-8am,Sat,June,254,-2,No
2111,UA,835,ORD,8-Noon,Sat,June,153,-2,No
2112,UA,71,DEN,8-Noon,Sun,June,268,0,No
2113,UA,361,DEN,4-8am,Sun,June,258,3,No
2114,UA,405,DEN,8-Noon,Sun,June,269,0,No
2115,UA,409,DEN,4-8pm,Sun,June,295,0,No
2116,UA,661,ORD,8-Noon,Sun,June,155,0,No
2117,UA,667,ORD,4-8am,Sun,June,140,-7,No
2118,UA,673,ORD,8-Noon,Sun,June,151,-1,No
2119,UA,679,ORD,8-Noon,Sun,June,155,5,No
2120,UA,681,ORD,Noon-4pm,Sun,June,150,-9,No
2121,UA,683,ORD,Noon-4pm,Sun,June,170,-4,No
2122,UA,685,ORD,Noon-4pm,Sun,June,164,28,No
2123,UA,689,ORD,4-8pm,Sun,June,161,7,No
2124,UA,691,ORD,4-8pm,Sun,June,161,74,Yes
2125,UA,695,ORD,8-Mid,Sun,June,162,115,Yes
2126,UA,745,DEN,Noon-4pm,Sun,June,266,-1,No
2127,UA,835,ORD,4-8am,Sun,June,152,-6,No
2128,UA,847,IAD,4-8pm,Sun,June,96,153,Yes
2129,UA,71,DEN,8-Noon,Mon,June,268,0,No
2130,UA,361,DEN,4-8am,Mon,June,258,-5,No
2131,UA,405,DEN,8-Noon,Mon,June,266,3,No
2132,UA,409,DEN,4-8pm,Mon,June,295,5,No
2133,UA,661,ORD,8-Noon,Mon,June,151,-2,No
2134,UA,667,ORD,4-8am,Mon,June,140,-4,No
2135,UA,669,ORD,4-8am,Mon,June,151,39,Yes
2136,UA,673,ORD,8-Noon,Mon,June,153,120,Yes
2137,UA,677,ORD,8-Noon,Mon,June,155,-2,No
2138,UA,679,ORD,Noon-4pm,Mon,June,153,-3,No
2139,UA,681,ORD,Noon-4pm,Mon,June,148,30,No
2140,UA,683,ORD,Noon-4pm,Mon,June,169,-1,No
2141,UA,685,ORD,Noon-4pm,Mon,June,161,48,Yes
2142,UA,687,ORD,4-8pm,Mon,June,161,-11,No
2143,UA,689,ORD,4-8pm,Mon,June,161,-8,No
2144,UA,691,ORD,4-8pm,Mon,June,161,-4,No
2145,UA,693,ORD,4-8pm,Mon,June,161,0,No
2146,UA,695,ORD,8-Mid,Mon,June,162,71,Yes
2147,UA,745,DEN,Noon-4pm,Mon,June,266,28,No
2148,UA,835,ORD,8-Noon,Mon,June,153,0,No
2149,UA,847,IAD,4-8pm,Mon,June,96,23,No
2150,UA,71,DEN,8-Noon,Tue,June,268,4,No
2151,UA,361,DEN,4-8am,Tue,June,258,219,Yes
2152,UA,405,DEN,8-Noon,Tue,June,266,84,Yes
2153,UA,409,DEN,4-8pm,Tue,June,295,63,Yes
2154,UA,661,ORD,8-Noon,Tue,June,151,21,No
2155,UA,667,ORD,4-8am,Tue,June,140,182,Yes
2156,UA,669,ORD,4-8am,Tue,June,151,-7,No
2157,UA,673,ORD,8-Noon,Tue,June,153,93,Yes
2158,UA,677,ORD,8-Noon,Tue,June,155,6,No
2159,UA,679,ORD,Noon-4pm,Tue,June,153,0,No
2160,UA,681,ORD,Noon-4pm,Tue,June,148,68,Yes
2161,UA,683,ORD,Noon-4pm,Tue,June,169,106,Yes
2162,UA,685,ORD,Noon-4pm,Tue,June,161,0,No
2163,UA,687,ORD,4-8pm,Tue,June,161,123,Yes
2164,UA,689,ORD,4-8pm,Tue,June,161,0,No
2165,UA,691,ORD,4-8pm,Tue,June,161,139,Yes
2166,UA,693,ORD,4-8pm,Tue,June,161,111,Yes
2167,UA,695,ORD,8-Mid,Tue,June,162,0,No
2168,UA,745,DEN,Noon-4pm,Tue,June,266,53,Yes
2169,UA,835,ORD,8-Noon,Tue,June,153,0,No
2170,UA,847,IAD,4-8pm,Tue,June,96,133,Yes
2171,UA,71,DEN,8-Noon,Wed,June,268,-5,No
2172,UA,361,DEN,4-8am,Wed,June,258,-4,No
2173,UA,405,DEN,8-Noon,Wed,June,266,-5,No
2174,UA,409,DEN,4-8pm,Wed,June,295,-6,No
2175,UA,661,ORD,8-Noon,Wed,June,151,0,No
2176,UA,667,ORD,4-8am,Wed,June,140,-5,No
2177,UA,669,ORD,4-8am,Wed,June,151,-2,No
2178,UA,673,ORD,8-Noon,Wed,June,153,-3,No
2179,UA,677,ORD,8-Noon,Wed,June,155,-7,No
2180,UA,679,ORD,Noon-4pm,Wed,June,153,-7,No
2181,UA,681,ORD,Noon-4pm,Wed,June,148,0,No
2182,UA,683,ORD,Noon-4pm,Wed,June,169,-3,No
2183,UA,685,ORD,Noon-4pm,Wed,June,161,0,No
2184,UA,687,ORD,4-8pm,Wed,June,161,2,No
2185,UA,689,ORD,4-8pm,Wed,June,161,1,No
2186,UA,691,ORD,4-8pm,Wed,June,161,-4,No
2187,UA,693,ORD,4-8pm,Wed,June,161,-9,No
2188,UA,695,ORD,8-Mid,Wed,June,162,-12,No
2189,UA,745,DEN,Noon-4pm,Wed,June,266,-2,No
2190,UA,835,ORD,8-Noon,Wed,June,153,-6,No
2191,UA,847,IAD,4-8pm,Wed,June,96,-4,No
2192,UA,71,DEN,8-Noon,Thu,June,268,8,No
2193,UA,361,DEN,4-8am,Thu,June,258,-2,No
2194,UA,405,DEN,8-Noon,Thu,June,266,0,No
2195,UA,409,DEN,4-8pm,Thu,June,295,20,No
2196,UA,661,ORD,8-Noon,Thu,June,151,-7,No
2197,UA,667,ORD,4-8am,Thu,June,140,-6,No
2198,UA,669,ORD,4-8am,Thu,June,151,-5,No
2199,UA,673,ORD,8-Noon,Thu,June,153,3,No
2200,UA,677,ORD,8-Noon,Thu,June,155,5,No
2201,UA,679,ORD,Noon-4pm,Thu,June,153,13,No
2202,UA,681,ORD,Noon-4pm,Thu,June,148,-3,No
2203,UA,683,ORD,Noon-4pm,Thu,June,169,0,No
2204,UA,685,ORD,Noon-4pm,Thu,June,161,84,Yes
2205,UA,687,ORD,4-8pm,Thu,June,161,55,Yes
2206,UA,689,ORD,4-8pm,Thu,June,161,0,No
2207,UA,691,ORD,4-8pm,Thu,June,161,57,Yes
2208,UA,693,ORD,4-8pm,Thu,June,161,55,Yes
2209,UA,695,ORD,8-Mid,Thu,June,162,25,No
2210,UA,745,DEN,Noon-4pm,Thu,June,266,4,No
2211,UA,835,ORD,8-Noon,Thu,June,153,-5,No
2212,UA,847,IAD,4-8pm,Thu,June,96,-5,No
2213,UA,71,DEN,8-Noon,Fri,June,268,-1,No
2214,UA,361,DEN,4-8am,Fri,June,258,-4,No
2215,UA,405,DEN,8-Noon,Fri,June,266,-2,No
2216,UA,409,DEN,4-8pm,Fri,June,295,-4,No
2217,UA,661,ORD,8-Noon,Fri,June,151,-5,No
2218,UA,667,ORD,4-8am,Fri,June,140,0,No
2219,UA,669,ORD,4-8am,Fri,June,151,2,No
2220,UA,673,ORD,8-Noon,Fri,June,153,-7,No
2221,UA,677,ORD,8-Noon,Fri,June,155,-3,No
2222,UA,679,ORD,Noon-4pm,Fri,June,153,20,No
2223,UA,681,ORD,Noon-4pm,Fri,June,148,9,No
2224,UA,683,ORD,Noon-4pm,Fri,June,169,53,Yes
2225,UA,685,ORD,Noon-4pm,Fri,June,161,0,No
2226,UA,687,ORD,4-8pm,Fri,June,161,-2,No
2227,UA,689,ORD,4-8pm,Fri,June,161,87,Yes
2228,UA,691,ORD,4-8pm,Fri,June,161,49,Yes
2229,UA,693,ORD,4-8pm,Fri,June,161,1,No
2230,UA,695,ORD,8-Mid,Fri,June,162,45,Yes
2231,UA,745,DEN,Noon-4pm,Fri,June,266,3,No
2232,UA,835,ORD,8-Noon,Fri,June,153,-5,No
2233,UA,847,IAD,4-8pm,Fri,June,96,20,No
2234,UA,361,DEN,4-8am,Sat,June,258,-2,No
2235,UA,405,DEN,8-Noon,Sat,June,266,-4,No
2236,UA,409,DEN,4-8pm,Sat,June,295,34,Yes
2237,UA,661,ORD,8-Noon,Sat,June,151,-3,No
2238,UA,667,ORD,4-8am,Sat,June,138,-7,No
2239,UA,669,ORD,4-8am,Sat,June,153,-6,No
2240,UA,677,ORD,8-Noon,Sat,June,155,-3,No
2241,UA,681,ORD,Noon-4pm,Sat,June,148,-1,No
2242,UA,685,ORD,Noon-4pm,Sat,June,161,176,Yes
2243,UA,689,ORD,4-8pm,Sat,June,161,18,No
2244,UA,691,ORD,4-8pm,Sat,June,161,0,No
2245,UA,745,DEN,Noon-4pm,Sat,June,266,-4,No
2246,UA,746,DEN,4-8am,Sat,June,254,2,No
2247,UA,835,ORD,8-Noon,Sat,June,153,0,No
2248,UA,71,DEN,8-Noon,Sun,June,268,-2,No
2249,UA,361,DEN,4-8am,Sun,June,258,-2,No
2250,UA,405,DEN,8-Noon,Sun,June,269,-6,No
2251,UA,409,DEN,4-8pm,Sun,June,295,15,No
2252,UA,661,ORD,8-Noon,Sun,June,155,0,No
2253,UA,667,ORD,4-8am,Sun,June,140,-5,No
2254,UA,673,ORD,8-Noon,Sun,June,151,-1,No
2255,UA,679,ORD,8-Noon,Sun,June,155,2,No
2256,UA,681,ORD,Noon-4pm,Sun,June,150,-11,No
2257,UA,683,ORD,Noon-4pm,Sun,June,170,21,No
2258,UA,685,ORD,Noon-4pm,Sun,June,164,1,No
2259,UA,689,ORD,4-8pm,Sun,June,161,-5,No
2260,UA,691,ORD,4-8pm,Sun,June,161,-4,No
2261,UA,695,ORD,8-Mid,Sun,June,162,14,No
2262,UA,745,DEN,Noon-4pm,Sun,June,266,-5,No
2263,UA,835,ORD,4-8am,Sun,June,152,-7,No
2264,UA,847,IAD,4-8pm,Sun,June,96,2,No
2265,UA,71,DEN,8-Noon,Mon,June,268,-5,No
2266,UA,361,DEN,4-8am,Mon,June,258,-2,No
2267,UA,405,DEN,8-Noon,Mon,June,266,-5,No
2268,UA,409,DEN,4-8pm,Mon,June,295,45,Yes
2269,UA,661,ORD,8-Noon,Mon,June,151,0,No
2270,UA,667,ORD,4-8am,Mon,June,140,-5,No
2271,UA,669,ORD,4-8am,Mon,June,151,-3,No
2272,UA,673,ORD,8-Noon,Mon,June,153,-4,No
2273,UA,677,ORD,8-Noon,Mon,June,155,4,No
2274,UA,679,ORD,Noon-4pm,Mon,June,153,-7,No
2275,UA,681,ORD,Noon-4pm,Mon,June,148,-8,No
2276,UA,683,ORD,Noon-4pm,Mon,June,169,0,No
2277,UA,685,ORD,Noon-4pm,Mon,June,161,-10,No
2278,UA,687,ORD,4-8pm,Mon,June,161,-7,No
2279,UA,689,ORD,4-8pm,Mon,June,161,56,Yes
2280,UA,691,ORD,4-8pm,Mon,June,161,112,Yes
2281,UA,693,ORD,4-8pm,Mon,June,161,74,Yes
2282,UA,695,ORD,8-Mid,Mon,June,162,105,Yes
2283,UA,745,DEN,Noon-4pm,Mon,June,266,26,No
2284,UA,835,ORD,8-Noon,Mon,June,153,-7,No
2285,UA,847,IAD,4-8pm,Mon,June,96,24,No
2286,UA,71,DEN,8-Noon,Tue,June,268,-4,No
2287,UA,361,DEN,4-8am,Tue,June,258,-5,No
2288,UA,405,DEN,8-Noon,Tue,June,266,0,No
2289,UA,409,DEN,4-8pm,Tue,June,295,16,No
2290,UA,661,ORD,8-Noon,Tue,June,151,-6,No
2291,UA,667,ORD,4-8am,Tue,June,140,-7,No
2292,UA,669,ORD,4-8am,Tue,June,151,-7,No
2293,UA,673,ORD,8-Noon,Tue,June,153,-8,No
2294,UA,677,ORD,8-Noon,Tue,June,155,-7,No
2295,UA,679,ORD,Noon-4pm,Tue,June,153,-5,No
2296,UA,681,ORD,Noon-4pm,Tue,June,148,1,No
2297,UA,683,ORD,Noon-4pm,Tue,June,169,2,No
2298,UA,685,ORD,Noon-4pm,Tue,June,161,-1,No
2299,UA,687,ORD,4-8pm,Tue,June,161,0,No
2300,UA,689,ORD,4-8pm,Tue,June,161,0,No
2301,UA,691,ORD,4-8pm,Tue,June,161,104,Yes
2302,UA,693,ORD,4-8pm,Tue,June,161,88,Yes
2303,UA,695,ORD,8-Mid,Tue,June,162,32,Yes
2304,UA,745,DEN,Noon-4pm,Tue,June,266,4,No
2305,UA,835,ORD,8-Noon,Tue,June,153,-6,No
2306,UA,847,IAD,4-8pm,Tue,June,96,5,No
2307,UA,71,DEN,8-Noon,Wed,June,268,-2,No
2308,UA,361,DEN,4-8am,Wed,June,258,3,No
2309,UA,405,DEN,8-Noon,Wed,June,266,-4,No
2310,UA,409,DEN,4-8pm,Wed,June,295,-4,No
2311,UA,661,ORD,8-Noon,Wed,June,151,0,No
2312,UA,667,ORD,4-8am,Wed,June,140,-3,No
2313,UA,669,ORD,4-8am,Wed,June,151,-3,No
2314,UA,673,ORD,8-Noon,Wed,June,153,-6,No
2315,UA,677,ORD,8-Noon,Wed,June,155,-4,No
2316,UA,679,ORD,Noon-4pm,Wed,June,153,-6,No
2317,UA,681,ORD,Noon-4pm,Wed,June,148,2,No
2318,UA,683,ORD,Noon-4pm,Wed,June,169,0,No
2319,UA,685,ORD,Noon-4pm,Wed,June,161,-3,No
2320,UA,687,ORD,4-8pm,Wed,June,161,-5,No
2321,UA,689,ORD,4-8pm,Wed,June,161,-2,No
2322,UA,691,ORD,4-8pm,Wed,June,161,-7,No
2323,UA,693,ORD,4-8pm,Wed,June,161,-8,No
2324,UA,695,ORD,8-Mid,Wed,June,162,0,No
2325,UA,745,DEN,Noon-4pm,Wed,June,266,1,No
2326,UA,835,ORD,8-Noon,Wed,June,153,29,No
2327,UA,847,IAD,4-8pm,Wed,June,96,-3,No
2328,UA,71,DEN,8-Noon,Thu,June,268,1,No
2329,UA,361,DEN,4-8am,Thu,June,258,-3,No
2330,UA,405,DEN,8-Noon,Thu,June,266,47,Yes
2331,UA,409,DEN,4-8pm,Thu,June,295,10,No
2332,UA,661,ORD,8-Noon,Thu,June,151,0,No
2333,UA,667,ORD,4-8am,Thu,June,140,-8,No
2334,UA,669,ORD,4-8am,Thu,June,151,12,No
2335,UA,673,ORD,8-Noon,Thu,June,153,38,Yes
2336,UA,677,ORD,8-Noon,Thu,June,155,-7,No
2337,UA,679,ORD,Noon-4pm,Thu,June,153,52,Yes
2338,UA,681,ORD,Noon-4pm,Thu,June,148,0,No
2339,UA,683,ORD,Noon-4pm,Thu,June,169,9,No
2340,UA,685,ORD,Noon-4pm,Thu,June,161,0,No
2341,UA,687,ORD,4-8pm,Thu,June,161,29,No
2342,UA,689,ORD,4-8pm,Thu,June,161,16,No
2343,UA,691,ORD,4-8pm,Thu,June,161,-3,No
2344,UA,693,ORD,4-8pm,Thu,June,161,60,Yes
2345,UA,695,ORD,8-Mid,Thu,June,162,4,No
2346,UA,745,DEN,Noon-4pm,Thu,June,266,-2,No
2347,UA,835,ORD,8-Noon,Thu,June,153,-5,No
2348,UA,847,IAD,4-8pm,Thu,June,96,4,No
2349,UA,71,DEN,8-Noon,Fri,June,268,6,No
2350,UA,361,DEN,4-8am,Fri,June,258,-3,No
2351,UA,405,DEN,8-Noon,Fri,June,266,48,Yes
2352,UA,409,DEN,4-8pm,Fri,June,295,-9,No
2353,UA,661,ORD,8-Noon,Fri,June,151,-1,No
2354,UA,667,ORD,4-8am,Fri,June,140,-1,No
2355,UA,669,ORD,4-8am,Fri,June,151,-1,No
2356,UA,673,ORD,8-Noon,Fri,June,153,264,Yes
2357,UA,677,ORD,8-Noon,Fri,June,155,377,Yes
2358,UA,679,ORD,Noon-4pm,Fri,June,153,0,No
2359,UA,681,ORD,Noon-4pm,Fri,June,148,131,Yes
2360,UA,683,ORD,Noon-4pm,Fri,June,169,0,No
2361,UA,685,ORD,Noon-4pm,Fri,June,161,0,No
2362,UA,687,ORD,4-8pm,Fri,June,161,0,No
2363,UA,689,ORD,4-8pm,Fri,June,161,0,No
2364,UA,691,ORD,4-8pm,Fri,June,161,131,Yes
2365,UA,693,ORD,4-8pm,Fri,June,161,334,Yes
